12/1/2019,Open:,151.43,High:,152.49,Low:,145.79,Close:,150.73,CHANGE:,-0.42%,AMPLITUDE:,4.43%,MA(7):,150.45,MA(25):,168.8,MA(99):,178.44,Vol(ETH):,344.178K,Vol(USDT),51.149M,412.28K,417.545K
12/2/2019,Open:,150.72,High:,151.42,Low:,146.71,Close:,148.65,CHANGE:,-1.38%,AMPLITUDE:,3.12%,MA(7):,150.88,MA(25):,167.28,MA(99):,178.06,Vol(ETH):,233.839K,Vol(USDT),34.769M,338.59K,413.28K
12/3/2019,Open:,148.66,High:,149.93,Low:,145.77,Close:,147.17,CHANGE:,-1.00%,AMPLITUDE:,2.80%,MA(7):,150.83,MA(25):,165.81,MA(99):,177.64,Vol(ETH):,196.329K,Vol(USDT),29.061M,316.062K,407.597K
12/4/2019,Open:,147.19,High:,151.98,Low:,143.15,Close:,145.38,CHANGE:,-1.22%,AMPLITUDE:,6.00%,MA(7):,149.8,MA(25):,164.23,MA(99):,177.22,Vol(ETH):,434.49K,Vol(USDT),63.849M,297.447K,423.181K
12/5/2019,Open:,145.45,High:,149.02,Low:,143.64,Close:,148.1,CHANGE:,1.87%,AMPLITUDE:,3.70%,MA(7):,149.42,MA(25):,162.6,MA(99):,176.96,Vol(ETH):,299.074K,Vol(USDT),43.777M,294.784K,410.694K
12/6/2019,Open:,148.11,High:,149.77,Low:,145.74,Close:,148.45,CHANGE:,0.24%,AMPLITUDE:,2.72%,MA(7):,148.55,MA(25):,161.14,MA(99):,176.76,Vol(ETH):,220.675K,Vol(USDT),32.55M,279.35K,356.601K
12/7/2019,Open:,148.46,High:,149.49,Low:,146.85,Close:,147.14,CHANGE:,-0.88%,AMPLITUDE:,1.78%,MA(7):,147.95,MA(25):,159.54,MA(99):,176.54,Vol(ETH):,140.472K,Vol(USDT),20.8M,267.008K,340.226K
12/8/2019,Open:,147.16,High:,151.62,Low:,146.11,Close:,150.44,CHANGE:,2.24%,AMPLITUDE:,3.74%,MA(7):,147.9,MA(25):,158.03,MA(99):,176.33,Vol(ETH):,205.302K,Vol(USDT),30.606M,247.169K,329.725K
12/9/2019,Open:,150.44,High:,151.19,Low:,146.56,Close:,147.38,CHANGE:,-2.03%,AMPLITUDE:,3.08%,MA(7):,147.72,MA(25):,156.53,MA(99):,176.09,Vol(ETH):,243.776K,Vol(USDT),36.346M,248.588K,293.589K
12/10/2019,Open:,147.4,High:,148.57,Low:,143.81,Close:,145.56,CHANGE:,-1.23%,AMPLITUDE:,3.23%,MA(7):,147.49,MA(25):,155.15,MA(99):,175.76,Vol(ETH):,203.216K,Vol(USDT),29.747M,249.572K,282.817K
12/11/2019,Open:,145.53,High:,146.34,Low:,142.12,Close:,143.39,CHANGE:,-1.49%,AMPLITUDE:,2.90%,MA(7):,147.21,MA(25):,153.6,MA(99):,175.41,Vol(ETH):,157.843K,Vol(USDT),22.773M,210.051K,253.749K
12/12/2019,Open:,143.41,High:,145.85,Low:,139.24,Close:,144.87,CHANGE:,1.03%,AMPLITUDE:,4.61%,MA(7):,146.75,MA(25):,152.04,MA(99):,175.11,Vol(ETH):,261.615K,Vol(USDT),37.425M,204.7K,249.742K
12/13/2019,Open:,144.87,High:,146,Low:,142.8,Close:,144.8,CHANGE:,-0.05%,AMPLITUDE:,2.21%,MA(7):,146.23,MA(25):,150.7,MA(99):,174.81,Vol(ETH):,160.695K,Vol(USDT),23.203M,196.131K,237.741K
12/14/2019,Open:,144.8,High:,145.07,Low:,141.18,Close:,141.79,CHANGE:,-2.08%,AMPLITUDE:,2.69%,MA(7):,145.46,MA(25):,149.34,MA(99):,174.54,Vol(ETH):,126.233K,Vol(USDT),18.028M,194.097K,230.553K
12/15/2019,Open:,141.79,High:,144.12,Low:,139.92,Close:,142.46,CHANGE:,0.47%,AMPLITUDE:,2.96%,MA(7):,144.32,MA(25):,148.04,MA(99):,174.18,Vol(ETH):,151.19K,Vol(USDT),21.495M,186.367K,216.768K
12/16/2019,Open:,142.46,High:,142.72,Low:,127.93,Close:,132.73,CHANGE:,-6.83%,AMPLITUDE:,10.38%,MA(7):,142.23,MA(25):,146.91,MA(99):,173.69,Vol(ETH):,471.019K,Vol(USDT),63.632M,218.83K,233.709K
12/17/2019,Open:,132.72,High:,132.98,Low:,119.11,Close:,121.88,CHANGE:,-8.17%,AMPLITUDE:,10.45%,MA(7):,138.85,MA(25):,145.81,MA(99):,173.1,Vol(ETH):,563.257K,Vol(USDT),71.709M,270.265K,259.918K
12/18/2019,Open:,121.88,High:,134.87,Low:,116.26,Close:,132.78,CHANGE:,8.94%,AMPLITUDE:,15.27%,MA(7):,137.33,MA(25):,145.04,MA(99):,172.62,Vol(ETH):,884.961K,Vol(USDT),110.566M,374.139K,292.095K
12/19/2019,Open:,132.8,High:,134,Low:,125.69,Close:,128.1,CHANGE:,-3.52%,AMPLITUDE:,6.26%,MA(7):,134.93,MA(25):,144.57,MA(99):,172.12,Vol(ETH):,420.675K,Vol(USDT),53.767M,396.861K,300.781K
12/20/2019,Open:,128.1,High:,129.39,Low:,125.84,Close:,128.19,CHANGE:,0.07%,AMPLITUDE:,2.77%,MA(7):,132.56,MA(25):,143.87,MA(99):,171.59,Vol(ETH):,213.897K,Vol(USDT),27.267M,404.462K,300.296K
12/21/2019,Open:,128.19,High:,128.4,Low:,126.5,Close:,126.99,CHANGE:,-0.94%,AMPLITUDE:,1.48%,MA(7):,130.45,MA(25):,143.05,MA(99):,171.04,Vol(ETH):,135.196K,Vol(USDT),17.199M,405.742K,299.92K
12/22/2019,Open:,127,High:,133.07,Low:,126.82,Close:,132.09,CHANGE:,4.02%,AMPLITUDE:,4.92%,MA(7):,128.97,MA(25):,142.23,MA(99):,170.48,Vol(ETH):,253.141K,Vol(USDT),32.939M,420.307K,303.337K
12/23/2019,Open:,132.12,High:,135.1,Low:,126,Close:,127.8,CHANGE:,-3.25%,AMPLITUDE:,6.89%,MA(7):,128.26,MA(25):,141.31,MA(99):,169.86,Vol(ETH):,421.601K,Vol(USDT),55.501M,413.247K,316.038K
12/24/2019,Open:,127.8,High:,129.69,Low:,126.61,Close:,127.75,CHANGE:,-0.04%,AMPLITUDE:,2.41%,MA(7):,129.1,MA(25):,140.24,MA(99):,169.16,Vol(ETH):,200.637K,Vol(USDT),25.668M,361.444K,315.854K
12/25/2019,Open:,127.7,High:,127.84,Low:,123.07,Close:,125.09,CHANGE:,-2.08%,AMPLITUDE:,3.73%,MA(7):,128,MA(25):,139.19,MA(99):,168.32,Vol(ETH):,225.004K,Vol(USDT),28.144M,267.164K,320.652K
12/26/2019,Open:,125.09,High:,132.26,Low:,124.32,Close:,125.58,CHANGE:,0.39%,AMPLITUDE:,6.35%,MA(7):,127.64,MA(25):,138.18,MA(99):,167.47,Vol(ETH):,274.987K,Vol(USDT),34.944M,246.352K,321.607K
