3/16/2024,Open:,3742.19,High:,3781.12,Low:,3468.8,Close:,3523.09,CHANGE:,-5.85%,AMPLITUDE:,8.35%,MA(7):,3867.86,MA(25):,3527.33,MA(99):,2682.14,Vol(ETH):,548.288K,Vol(USDT),1.999B,619.625K,657.056K
3/17/2024,Open:,3523.09,High:,3678.68,Low:,3412,Close:,3644.71,CHANGE:,3.45%,AMPLITUDE:,7.57%,MA(7):,3834.46,MA(25):,3554.4,MA(99):,2695.32,Vol(ETH):,517.791K,Vol(USDT),1.843B,642.643K,669.639K
3/18/2024,Open:,3644.7,High:,3645.02,Low:,3454.09,Close:,3520.46,CHANGE:,-3.41%,AMPLITUDE:,5.24%,MA(7):,3756.7,MA(25):,3576.36,MA(99):,2707.11,Vol(ETH):,570.901K,Vol(USDT),2.03B,621.121K,659.32K
3/19/2024,Open:,3520.47,High:,3548.09,Low:,3150.88,Close:,3158.64,CHANGE:,-10.28%,AMPLITUDE:,11.28%,MA(7):,3639.37,MA(25):,3585.82,MA(99):,2716.54,Vol(ETH):,1.05M,Vol(USDT),3.474B,680.67K,634.801K
3/20/2024,Open:,3158.65,High:,3535.24,Low:,3056.56,Close:,3516.53,CHANGE:,11.33%,AMPLITUDE:,15.15%,MA(7):,3569.62,MA(25):,3606.78,MA(99):,2729.81,Vol(ETH):,1.207M,Vol(USDT),3.957B,784.244K,651.789K
3/21/2024,Open:,3516.53,High:,3587.32,Low:,3412,Close:,3492.85,CHANGE:,-0.67%,AMPLITUDE:,4.99%,MA(7):,3514.07,MA(25):,3621.99,MA(99):,2742.26,Vol(ETH):,602.755K,Vol(USDT),2.114B,777.747K,656.215K
3/22/2024,Open:,3492.84,High:,3542.52,Low:,3250,Close:,3336.35,CHANGE:,-4.48%,AMPLITUDE:,8.37%,MA(7):,3456.09,MA(25):,3628.4,MA(99):,2752.57,Vol(ETH):,558.849K,Vol(USDT),1.892B,722.22K,649.962K
3/23/2024,Open:,3336.35,High:,3435.48,Low:,3270.08,Close:,3329.53,CHANGE:,-0.20%,AMPLITUDE:,4.96%,MA(7):,3428.44,MA(25):,3631.89,MA(99):,2763.77,Vol(ETH):,323.676K,Vol(USDT),1.09B,690.132K,654.879K
3/24/2024,Open:,3329.53,High:,3471.22,Low:,3298.76,Close:,3454.98,CHANGE:,3.77%,AMPLITUDE:,5.18%,MA(7):,3401.33,MA(25):,3634.76,MA(99):,2776.16,Vol(ETH):,260.824K,Vol(USDT),879.033M,653.423K,648.033K
3/25/2024,Open:,3454.99,High:,3666,Low:,3420.12,Close:,3590.42,CHANGE:,3.92%,AMPLITUDE:,7.12%,MA(7):,3411.33,MA(25):,3644.78,MA(99):,2790.24,Vol(ETH):,548.578K,Vol(USDT),1.945B,650.233K,635.677K
