Date,Open,High,Low,Close,Change,Amplitude,MA(7),MA(25),MA(99),Vol(BTC),Vol(USDT)
2020-01-12,8020.01,8197.0,7960.0,8184.98,0.0206,0.0296,8025.58,7470.22,7932.99,38131.0,309352000.0
2020-01-13,8184.97,8196.0,8055.89,8110.34,-0.0091,0.0171,8075.91,7508.62,7935.57,31160.0,252657000.0
2020-01-14,8110.34,8880.0,8105.54,8810.01,0.0863,0.0955,8170.87,7573.51,7941.83,120399.0,1032999999.9999999
2020-01-15,8814.64,8916.48,8564.0,8821.41,0.0013,0.04,8280.22,7641.06,7948.43,84816.0,743712000.0
2020-01-16,8820.01,8859.81,8586.0,8720.01,-0.0115,0.031,8409.11,7689.8,7950.04,51991.0,451752000.0
2020-01-17,8720.15,9041.65,8672.44,8913.28,0.0222,0.042300000000000004,8511.43,7753.65,7953.63,70898.0,629569000.0
2020-01-18,8913.27,8988.88,8806.38,8915.96,0.0003,0.020499999999999997,8639.43,7820.06,7960.27,38295.0,340853000.0
2020-01-19,8915.09,9198.98,8466.0,8701.7,-0.024,0.08220000000000001,8713.24,7879.94,7964.33,70677.0,623951000.0
2020-01-20,8778.720000000001,8993.99,8477.0,8718.865000000002,-0.006600000000000002,0.0585,8745.96,7938.37,7968.139999999999,53586.0,470004000.0
2020-01-21,8642.35,8789.0,8488.0,8736.03,0.0108,0.0348,8778.68,7996.8,7971.95,36495.0,316057000.0
2020-01-22,8736.04,8818.0,8590.0,8682.36,-0.0060999999999999995,0.026099999999999998,8758.81,8051.45,7977.24,29081.0,252639000.0
2020-01-23,8682.77,8691.81,8306.39,8404.52,-0.032,0.0444,8713.74,8092.1,7981.41,48166.0,407429000.0
2020-01-24,8404.52,8528.02,8238.0,8439.0,0.0040999999999999995,0.0345,8645.99,8139.82,7985.13,41688.0,349874000.0
2020-01-25,8438.99,8451.26,8254.9,8340.58,-0.011699999999999999,0.0233,8563.79,8185.64,7989.1,25521.0,212869000.0
2020-01-26,8340.01,8618.13,8293.66,8615.0,0.0329,0.038900000000000004,8551.41,8242.2,7995.84,31130.0,263942000.0
2020-01-27,8614.39,9000.0,8535.0,8907.57,0.034,0.054000000000000006,8589.29,8319.88,8002.75,53974.0,473195000.0
2020-01-28,8907.57,9400.0,8862.4,9374.21,0.0524,0.0604,8680.46,8401.05,8014.64,74585.0,676593000.0
2020-01-29,9375.34,9449.24,9216.0,9301.53,-0.0078000000000000005,0.024900000000000002,8768.92,8478.95,8027.58,53864.0,503189000.0
2020-01-30,9301.57,9578.0,9204.44,9513.21,0.022799999999999997,0.04019999999999999,8927.3,8565.12,8048.26,60627.0,569653000.0
2020-01-31,9511.52,9530.22,9210.01,9352.89,-0.0169,0.0337,9057.86,8628.92,8067.86,45552.0,425779000.0
2020-02-01,9351.71,9464.53,9281.0,9384.61,0.0034000000000000002,0.0196,9207.0,8678.49,8075.23,28578.0,268137999.99999997
2020-02-02,9341.65,9541.66,9257.5,9338.425,-0.00039999999999999975,0.0304,9285.654999999999,8733.49,8074.54,39735.0,372259000.0
2020-02-03,9331.59,9618.79,9234.0,9292.24,-0.0042,0.0412,9364.31,8788.49,8073.85,50892.0,476380000.0
2020-02-04,9291.35,9350.0,9093.01,9197.02,-0.0102,0.0277,9339.0,8828.49,8073.77,53308.0,491136000.0
2020-02-05,9197.02,9744.45,9177.22,9612.04,0.0451,0.0617,9383.36,8892.17,8075.83,64870.00000000001,613541000.0
2020-02-06,9612.03,9862.57,9526.35,9772.0,0.0166,0.035,9420.33,8955.66,8082.07,64950.0,631245000.0
