12/21/2019,Open:,7188.01,High:,7190.58,Low:,7105,Close:,7132.75,CHANGE:,-0.77%,AMPLITUDE:,1.19%,MA(7):,7054.69,MA(25):,7278.91,MA(99):,8285.67,Vol(BTC):,19.467K,Vol(USDT),139.069M,46.696K,41.616K
12/22/2019,Open:,7131.59,High:,7518.54,Low:,7122.47,Close:,7501.44,CHANGE:,5.17%,AMPLITUDE:,5.55%,MA(7):,7109.38,MA(25):,7278.63,MA(99):,8257.04,Vol(BTC):,39.137K,Vol(USDT),285.577M,48.516K,42.279K
6/26/2024,Open:,61806.01,High:,62487.81,Low:,61643.48,Close:,61928,CHANGE:,0.20%,AMPLITUDE:,1.37%,MA(7):,62930.41,MA(25):,66613.68,MA(99):,66184.79,Vol(BTC):,3.531K,Vol(USDT),218.995M,21.811K,22.915K
12/24/2019,Open:,7317.3,High:,7436.68,Low:,7157.04,Close:,7255.77,CHANGE:,-0.84%,AMPLITUDE:,3.82%,MA(7):,7260.43,MA(25):,7255.18,MA(99):,8196.63,Vol(BTC):,43.629K,Vol(USDT),318.428M,50.509K,43.374K
12/25/2019,Open:,7255.77,High:,7271.77,Low:,7128.86,Close:,7204.63,CHANGE:,-0.70%,AMPLITUDE:,1.97%,MA(7):,7249.97,MA(25):,7241.69,MA(99):,8166.5,Vol(BTC):,27.492K,Vol(USDT),198.273M,40.774K,43.189K
12/26/2019,Open:,7205.01,High:,7435,Low:,7157.12,Close:,7202,CHANGE:,-0.04%,AMPLITUDE:,3.86%,MA(7):,7257.36,MA(25):,7234.13,MA(99):,8136.65,Vol(BTC):,36.26K,Vol(USDT),263.29M,38.024K,42.758K
12/28/2019,Open:,7254.77,High:,7365.01,Low:,7238.67,Close:,7316.14,CHANGE:,0.85%,AMPLITUDE:,1.74%,MA(7):,7293.12,MA(25):,7233.49,MA(99):,8077.64,Vol(BTC):,26.849K,Vol(USDT),196.322M,39.295K,42.995K
12/29/2019,Open:,7315.36,High:,7528.45,Low:,7288,Close:,7388.24,CHANGE:,0.99%,AMPLITUDE:,3.29%,MA(7):,7276.94,MA(25):,7241.24,MA(99):,8051.4,Vol(BTC):,31.387K,Vol(USDT),231.732M,38.187K,43.352K
12/30/2019,Open:,7388.43,High:,7408.24,Low:,7220,Close:,7246,CHANGE:,-1.93%,AMPLITUDE:,2.55%,MA(7):,7266.79,MA(25):,7235.52,MA(99):,8023.29,Vol(BTC):,29.606K,Vol(USDT),216.509M,32.695K,42.333K
12/31/2019,Open:,7246,High:,7320,Low:,7145.01,Close:,7195.23,CHANGE:,-0.70%,AMPLITUDE:,2.41%,MA(7):,7258.14,MA(25):,7222.23,MA(99):,7997.97,Vol(BTC):,25.954K,Vol(USDT),187.518M,30.17K,40.34K
1/1/2020,Open:,7195.24,High:,7255,Low:,7175.15,Close:,7200.85,CHANGE:,0.08%,AMPLITUDE:,1.11%,MA(7):,7257.6,MA(25):,7210.74,MA(99):,7984.91,Vol(BTC):,16.792K,Vol(USDT),121.214M,28.642K,34.708K
1/2/2020,Open:,7200.77,High:,7212.5,Low:,6924.74,Close:,6965.71,CHANGE:,-3.27%,AMPLITUDE:,4.00%,MA(7):,7223.84,MA(25):,7188.96,MA(99):,7970.12,Vol(BTC):,31.951K,Vol(USDT),225.982M,28.026K,33.025K
1/3/2020,Open:,6965.49,High:,7405,Low:,6871.04,Close:,7344.96,CHANGE:,5.44%,AMPLITUDE:,7.67%,MA(7):,7236.73,MA(25):,7189.22,MA(99):,7962.86,Vol(BTC):,68.429K,Vol(USDT),495.099M,32.996K,35.618K
