Date,Open,High,Low,Close,Change,Amplitude,MA(7),MA(25),MA(99),Vol(USDT),RSI,Ensemble_Sentiment,Ensemble_Sentiment_Normalized,Sentiment_7day_MA,Sentiment_Change,Sentiment_Volatility,Close_lag_7,Close_lag_14,Ensemble_Sentiment_lag_7,Ensemble_Sentiment_lag_14,Close_rolling_7,Close_rolling_14,Ensemble_Sentiment_rolling_7,Ensemble_Sentiment_rolling_14
2022-01-01,0.5522755624738287,0.5560915039504368,0.5494356960619837,0.5405770562698023,0.41339564218630837,0.34767229887146717,0.5828942640718138,0.6063336518157512,0.7593233750887862,0.10590353108701872,0.465646019006988,0.573753014928152,0.573753014928152,0.23659503379291988,0.6493542986109703,0.7316908344220243,0.6042536784060077,0.5420244882627535,0.0,0.2808589322123957,0.5814086688702701,0.6073994936308857,0.2833343138751263,0.3610367775251542
2022-01-02,0.5575275116854954,0.5512338588980543,0.5581722428094014,0.5499087816750658,0.4427291919812561,0.20834929481700556,0.5747868832905307,0.6040200663039867,0.7603077978062838,0.06595896193436276,0.49526183950412483,0.5984982368012051,0.5984982368012051,0.29819972977713693,0.5909118101361094,0.688909999871625,0.6108136828185589,0.5393495536481047,0.3202589079478687,0.3778160190887823,0.5722332578285216,0.6082189643694205,0.3353000228303024,0.38393008211185514
2022-01-03,0.5499088776600767,0.5439246806585223,0.5410213989896757,0.535245427214549,0.39219416560184117,0.30659530375510613,0.5635970595857972,0.6031793186005584,0.7609865830466531,0.10928435361445815,0.45016756088951126,0.6232434586742581,0.6232434586742581,0.35980442576135396,0.5324693216612484,0.646129165321226,0.6095211613946454,0.5434152797152508,0.6405178158957375,0.474773105965169,0.5610435115398876,0.607584926062323,0.3320737563515175,0.39933221574046224
2022-01-04,0.5352455206401132,0.5437078417040828,0.537512458082926,0.5245266631198692,0.4189138347219916,0.346401876342096,0.5590959860872227,0.6021787561904304,0.7617480172433544,0.14564440248688795,0.3297444376090064,0.32816457579768415,0.3281645757976841,0.2980551169539819,0.28872166290736756,0.5986243840107022,0.5544044172988762,0.5779009033162555,0.0,0.40327616586182524,0.5565423848579671,0.6034427077182563,0.3933638151853292,0.39154023083495165
2022-01-05,0.5245267546745036,0.5352232779924124,0.4838041788979814,0.48296908840322883,0.1941200966894216,0.8156112638568178,0.5511715712838394,0.5976374186636814,0.7622490253969605,0.21541088281634013,0.27006706685670784,0.8431349815985827,0.8431349815985827,0.4647350026138376,0.8617489242880509,0.5538246288051689,0.5355693866693477,0.5726344676103382,0.1885101834043365,0.8673332448881553,0.5486180741957903,0.596484040443316,0.5156256172030247,0.38902993246247797
2022-01-06,0.4829693472512577,0.47859454944137,0.48256136931764176,0.47653144152182736,0.4462143662143192,0.24138028058067815,0.5405519976792403,0.5923065658992884,0.7625710290040555,0.14819062439672198,0.12112683389670668,0.4891341145870059,0.489134114587006,0.5241655369526443,0.24704036810724322,0.4131639213843448,0.547023343233646,0.611918915182667,0.6305594988665925,0.5517355998456366,0.5379983677160669,0.5859770154272901,0.4892121321337704,0.3825357305985413
2022-01-07,0.47653135015188225,0.46693171139187645,0.4499679630114663,0.4500730654244497,0.2911241128430112,0.47005633586763557,0.5283232806352047,0.588379062132364,0.7621043897233797,0.2113369277606057,0.10013878447027284,0.2271974469487369,0.2271974469487369,0.44442463880402217,0.3121664002826714,0.5084085916569516,0.5312453308645388,0.6115905920498673,0.35903030595426,0.8428036145588442,0.5257696490642135,0.5734421135867316,0.4645902067932988,0.31867349626611674
2022-01-08,0.45007314398342085,0.45221189655772515,0.44801656220107994,0.4520499861060492,0.5112709518981637,0.3379323928129494,0.5124328511179699,0.5832837257778446,0.7607691180947207,0.11692301934396021,0.11330263334191044,0.532507898748209,0.532507898748209,0.47871953340870244,0.7134358883507124,0.4838105948477353,0.5405770562698023,0.6042536784060077,0.573753014928152,0.0,0.5124329184920644,0.5616300311297286,0.4568870121656295,0.37391521735826716
2022-01-09,0.4520500650100862,0.46068184191291633,0.46053094930636657,0.455277013261392,0.5211456122251759,0.2938910784613871,0.49817641454421213,0.5779306977670674,0.7595768455266456,0.07474027020812195,0.10014556436349932,0.5391139195591912,0.5391139195591912,0.4759485953240561,0.610120970124599,0.4822479556697476,0.5499087816750658,0.6108136828185589,0.5984982368012051,0.3202589079478687,0.4981765063396614,0.549559286076605,0.44579602744029256,0.39661896980864836
2022-01-10,0.4552770927286974,0.4513156520831158,0.43278131367228395,0.45454164624465354,0.489779044127608,0.49715868316090556,0.48601838053389246,0.5734881930194619,0.7582589629110761,0.19035605922357338,0.10055961504090268,0.5457199403701734,0.5457199403701735,0.4731776572394098,0.5068060518984855,0.4806853164917599,0.535245427214549,0.6095211613946454,0.6232434586742581,0.6405178158957375,0.4860183655477174,0.5375317801440271,0.4313172526172882,0.38678475361726045
2022-01-11,0.4545417255836027,0.46613414082350074,0.46176462847924477,0.4703695790900928,0.6216348026118286,0.3421671345775227,0.4778594600405248,0.5708868072194956,0.7569165311005566,0.13810758563377926,0.22720382581155013,0.7787838655525668,0.7787838655525668,0.5039265382605831,0.6623288386065643,0.5455829256873224,0.5245266631198692,0.5544044172988762,0.32816457579768415,0.0,0.47785952286894884,0.5310100826530961,0.515477716048156,0.46757484366672997
2022-01-12,0.47036966119176254,0.4874003689394731,0.48290904091156567,0.49085041451450073,0.6553248201981052,0.3421671345775227,0.4790468981928704,0.568645004509604,0.7553525428056129,0.12751530248886975,0.3416038410648002,0.8588338944963756,0.8588338944963756,0.6088348901785486,0.5540871116643227,0.5696715812149684,0.48296908840322883,0.5355693866693477,0.8431349815985827,0.1885101834043365,0.4790468559943176,0.5275395742935194,0.5184097427387083,0.5371134093418108
2022-01-13,0.49085032564389136,0.49049806828860815,0.48042449591647013,0.4674165909132165,0.31784378196316165,0.393830984105317,0.4776737330066205,0.5654936343661263,0.7527167775744741,0.13209850192657097,0.2555901259891728,0.733494057480182,0.733494057480182,0.5871599068193638,0.40879472754463675,0.5242585659756445,0.47653144152182736,0.547023343233646,0.4891341145870059,0.6305594988665925,0.4776736906275256,0.5213615275698567,0.5640479266899918,0.5477917151304058
